SequenceLength,PITName,PurificationName,ProcessStep,Duration_In_Mins
34,1,0,0,620
34,1,0,2,25
42,1,0,0,620
42,1,0,2,25
39,1,0,0,620
39,1,0,2,25
35,1,0,0,620
35,1,0,2,25
40,1,0,0,620
40,1,0,2,25
37,1,0,0,620
37,1,0,2,25
58,1,0,0,529
58,1,0,1,9
49,1,0,0,529
27,1,0,0,529
36,1,0,0,570
38,1,0,0,570
27,1,0,0,570
27,1,0,1,12
28,1,0,0,570
28,1,0,1,12
32,1,0,0,570
33,1,0,0,570
34,1,0,0,570
40,1,0,0,570
44,1,0,0,570
45,1,0,0,570
39,1,0,0,570
46,1,0,0,570
35,1,0,0,570
42,1,0,0,570
31,1,0,0,570
37,1,0,0,570
30,1,0,0,570
29,1,0,0,570
47,1,0,0,570
48,1,0,0,570
41,1,0,0,570
49,1,0,0,570
49,1,0,1,12
58,1,0,0,570
58,1,0,1,12
43,1,0,0,570
28,1,0,0,620
28,1,0,2,25
47,1,0,0,620
47,1,0,2,25
48,1,0,0,620
48,1,0,2,25
32,1,0,0,620
32,1,0,2,25
58,1,0,0,620
58,1,0,2,25
59,1,0,0,620
59,1,0,2,25
55,1,0,0,620
55,1,0,2,25
65,1,0,0,620
65,1,0,1,8
54,1,0,0,620
50,1,0,0,620
53,1,0,0,620
49,1,0,0,620
51,1,0,0,620
30,1,0,0,620
30,1,0,2,25
45,1,0,0,620
45,1,0,2,25
29,1,0,0,620
29,1,0,2,25
50,1,0,2,25
31,1,0,0,620
26,1,0,0,620
27,1,0,0,620
27,1,0,1,11
52,1,0,0,570
50,1,0,0,570
52,1,0,1,11
49,1,0,1,11
51,1,0,0,570
51,1,0,1,11
36,1,0,0,595
36,1,0,2,19
34,1,0,0,595
34,1,0,2,19
29,1,0,0,595
29,1,0,2,19
31,1,0,0,595
31,1,0,2,19
38,1,0,0,595
38,1,0,2,19
39,1,0,0,595
39,1,0,2,19
32,1,0,0,595
32,1,0,2,19
37,1,0,0,595
37,1,0,2,19
30,1,0,0,595
30,1,0,2,19
33,1,0,0,595
33,1,0,2,19
42,1,0,0,595
42,1,0,2,19
48,1,0,0,595
48,1,0,2,19
46,1,0,0,595
46,1,0,2,19
47,1,0,0,595
47,1,0,2,19
65,1,0,0,595
65,1,0,1,10
65,1,0,2,19
49,1,0,0,595
49,1,0,2,19
25,1,0,0,595
25,1,0,1,10
25,1,0,2,19
45,1,0,0,595
45,1,0,2,19
54,1,0,0,595
54,1,0,1,10
54,1,0,2,19
44,1,0,0,595
44,1,0,2,19
35,1,0,0,595
35,1,0,2,19
43,1,0,0,595
43,1,0,2,19
41,1,0,0,595
18,1,0,0,595
18,1,0,1,10
18,1,0,2,19
40,1,0,0,595
54,1,0,1,11
54,1,0,1,9
50,1,0,0,595
43,0,0,0,431
43,0,0,2,3
34,0,0,0,431
34,0,0,2,3
48,0,0,0,431
48,0,0,2,3
17,0,0,0,595
17,0,0,1,9
41,0,0,0,431
41,0,0,2,3
39,0,0,0,431
39,0,0,2,3
40,0,0,0,431
40,0,0,2,3
36,0,0,0,431
36,0,0,2,3
37,0,0,0,431
37,0,0,2,3
46,0,0,0,595
46,0,0,1,9
33,0,0,0,431
33,0,0,2,3
42,0,0,0,595
47,0,0,0,431
47,0,0,2,3
45,0,0,0,431
45,0,0,2,3
23,0,0,0,431
23,0,0,1,9
23,0,0,2,3
35,0,0,0,431
35,0,0,2,3
45,0,0,0,595
38,0,0,0,431
38,0,0,2,3
42,0,0,0,431
42,0,0,2,3
31,0,0,0,595
38,1,0,0,431
58,1,0,0,431
55,1,0,0,431
59,1,0,0,431
28,1,0,0,431
48,1,0,0,431
61,1,0,0,431
61,1,0,1,8
50,1,0,0,431
37,1,0,0,431
36,1,0,0,431
42,1,0,0,431
51,1,0,0,431
49,1,0,0,431
52,1,0,0,595
59,1,0,0,595
53,1,0,0,595
56,1,0,0,595
51,1,0,0,595
58,1,0,0,595
55,1,0,0,595
52,1,0,0,431
34,1,0,0,431
58,1,0,1,11
45,1,0,0,431
56,1,0,0,431
56,1,0,1,11
61,1,0,1,11
59,1,0,1,11
41,1,0,0,431
40,1,0,0,431
43,1,0,0,431
31,1,0,0,431
39,1,0,0,431
44,1,0,0,431
47,1,0,0,431
33,1,0,0,431
29,1,0,0,431
39,1,0,2,3
36,1,0,2,3
41,1,0,2,3
35,1,0,0,431
35,1,0,2,3
44,1,0,2,3
37,1,0,2,3
43,1,0,2,3
30,0,0,0,431
30,0,0,1,9
30,0,0,2,3
17,0,0,0,431
17,0,0,2,3
44,0,0,0,431
44,0,0,2,3
31,0,0,0,431
31,0,0,2,3
28,0,0,0,431
28,0,0,1,9
28,0,0,2,3
19,0,0,0,431
19,0,0,1,9
19,0,0,2,3
32,0,0,0,431
32,0,0,2,3
16,0,0,0,431
16,0,0,1,9
16,0,0,2,3
46,0,0,0,431
46,0,0,2,3
29,0,0,0,431
29,0,0,1,9
29,0,0,2,3
44,0,0,1,15
35,0,0,1,15
38,0,0,1,15
40,0,0,1,15
47,0,0,1,15
37,0,0,1,15
48,0,0,1,15
45,0,0,1,15
42,0,0,1,15
39,0,0,1,15
43,0,0,1,15
30,0,0,1,15
46,0,0,1,15
16,0,0,1,15
29,0,0,1,15
36,0,0,1,15
21,0,0,0,431
21,0,0,1,15
34,0,0,1,15
33,0,0,1,15
31,0,0,1,15
25,0,0,0,431
25,0,0,1,15
32,0,0,1,15
41,0,0,1,15
28,0,0,1,15
46,1,0,0,431
55,1,0,1,11
32,1,0,0,431
24,0,0,0,431
24,0,0,1,15
20,0,0,0,431
20,0,0,1,15
38,0,0,1,11
39,0,0,1,11
20,0,0,1,11
42,0,0,1,11
31,0,0,1,11
40,0,0,1,11
32,0,0,1,11
26,0,0,0,431
26,0,0,1,11
36,0,0,1,11
37,0,0,1,11
44,0,0,1,11
42,0,0,0,406
46,0,0,0,406
35,0,0,0,406
48,0,0,0,406
26,0,0,0,406
26,0,0,1,9
41,0,0,0,406
47,0,0,0,406
34,0,0,0,406
39,0,0,0,406
45,0,0,0,406
33,0,0,0,406
36,0,0,0,406
43,0,0,0,406
44,0,0,0,406
31,0,0,0,406
40,0,0,0,406
30,0,0,0,406
32,0,0,0,406
38,0,0,0,406
16,0,0,0,406
28,0,0,0,406
25,0,0,0,406
25,0,0,1,9
27,0,0,0,406
27,0,0,1,9
29,0,0,0,406
23,0,0,0,406
27,0,0,1,7
22,1,0,0,406
22,1,0,1,9
50,1,0,0,406
17,1,0,0,406
17,1,0,1,9
21,0,0,0,406
37,0,0,0,406
35,1,0,0,471
50,1,0,0,471
56,1,0,0,471
56,1,0,1,8
32,1,0,0,471
65,1,0,0,471
57,1,0,0,471
53,1,0,0,471
41,1,0,0,471
47,1,0,0,471
30,1,0,0,471
52,1,0,0,471
59,1,0,0,471
49,1,0,0,471
34,1,0,0,471
29,1,0,0,471
36,1,0,0,471
58,1,0,0,471
55,1,0,0,471
33,1,0,0,471
39,1,0,0,471
61,1,0,0,471
48,1,0,0,471
27,1,0,0,471
31,1,0,0,471
51,1,0,0,471
28,1,0,0,471
54,1,0,0,471
37,1,0,0,471
45,1,0,0,471
44,1,0,0,471
18,0,0,0,406
18,0,0,1,7
29,0,0,0,471
36,0,0,0,471
34,0,0,0,471
46,0,0,0,471
41,0,0,0,471
35,0,0,0,471
48,0,0,0,471
44,0,0,0,471
39,0,0,0,471
16,0,0,1,7
42,0,0,0,471
32,0,0,0,471
23,1,0,0,406
23,1,0,1,9
59,1,0,0,406
19,1,0,0,406
19,1,0,1,8
38,1,0,0,471
40,1,0,0,471
42,1,0,0,471
43,1,0,0,471
46,1,0,0,471
26,1,0,0,471
31,0,0,0,471
40,0,0,0,471
22,0,0,0,471
19,0,0,0,471
19,0,0,1,8
43,0,0,0,471
47,0,0,0,471
30,0,0,0,471
45,0,0,0,471
28,0,0,0,471
33,0,0,0,471
23,0,0,0,471
37,0,0,0,471
24,0,0,0,471
24,0,0,1,8
38,0,0,0,471
27,0,0,0,471
20,0,0,0,471
53,0,0,0,471
53,0,0,1,8
57,0,0,0,471
50,0,0,0,471
61,0,0,0,471
61,0,0,1,8
54,0,0,0,471
49,0,0,0,471
37,1,0,0,396
47,1,0,0,396
41,1,0,0,396
34,1,0,0,396
45,1,0,0,396
42,1,0,0,396
43,1,0,0,396
39,1,0,0,396
48,1,0,0,396
46,1,0,0,396
26,1,0,0,396
36,1,0,0,396
35,1,0,0,396
33,1,0,0,396
44,1,0,0,396
31,1,0,0,396
38,1,0,0,396
30,1,0,0,396
40,1,0,0,396
28,1,0,0,396
32,1,0,0,396
27,1,0,0,396
49,1,0,0,396
23,1,0,0,396
23,1,0,1,8
29,1,0,0,396
54,1,0,0,396
53,1,0,0,396
49,1,0,0,403
46,1,0,0,403
48,1,0,0,403
50,1,0,0,403
41,1,0,0,403
39,1,0,0,403
44,1,0,0,403
47,1,0,0,403
42,1,0,0,403
56,1,0,0,403
34,1,0,0,403
45,1,0,0,403
35,0,0,0,403
47,0,0,0,403
48,0,0,0,403
23,0,0,0,403
44,0,0,0,403
40,0,0,0,403
41,0,0,0,403
31,1,0,0,403
33,1,0,0,403
40,1,0,0,403
38,1,0,0,403
28,1,0,0,403
36,1,0,0,403
35,1,0,0,403
27,1,0,0,403
30,1,0,0,403
26,0,0,0,403
46,0,0,0,403
27,0,0,0,403
38,0,0,0,403
33,0,0,0,403
43,0,0,0,403
42,0,0,0,403
45,0,0,0,403
39,0,0,0,403
36,0,0,0,403
25,0,0,0,403
43,1,0,0,403
32,1,0,0,403
37,1,0,0,403
29,1,0,0,403
51,1,0,0,403
51,1,0,1,9
18,1,0,0,403
18,1,0,1,9
57,1,0,0,403
58,1,0,0,403
55,1,0,0,403
59,1,0,0,403
44,1,0,0,385
40,1,0,0,385
43,1,0,0,385
49,1,0,0,385
41,1,0,0,385
38,1,0,0,385
35,1,0,0,385
42,1,0,0,385
37,1,0,0,385
36,1,0,0,385
50,1,0,0,385
45,1,0,0,385
46,1,0,0,385
46,1,0,0,378
30,1,0,0,378
33,1,0,0,378
43,1,0,0,378
44,1,0,0,378
34,1,0,0,378
39,1,0,0,378
38,1,0,0,378
36,1,0,0,378
37,1,0,0,378
35,1,0,0,378
41,1,0,0,378
29,1,0,0,378
32,1,0,0,378
42,1,0,0,378
40,1,0,0,378
31,1,0,0,378
26,1,0,0,378
26,1,0,1,11
47,1,0,0,378
49,1,0,0,378
45,1,0,0,378
27,1,0,0,378
28,1,0,0,378
25,1,0,0,378
25,1,0,1,11
48,1,0,0,378
48,1,0,0,385
55,1,0,0,385
52,1,0,0,385
47,1,0,0,385
33,1,0,0,385
39,1,0,0,385
28,1,0,0,385
34,1,0,0,385
32,1,0,0,385
21,1,0,0,378
21,1,0,1,7
25,1,0,0,385
25,1,0,1,9
31,0,0,0,378
40,0,0,0,378
36,0,0,0,378
39,0,0,0,378
38,0,0,0,378
35,0,0,0,378
44,0,0,0,378
37,0,0,0,378
33,0,0,0,378
43,0,0,0,378
42,0,0,0,378
45,0,0,0,378
34,0,0,0,378
41,0,0,0,378
48,0,0,0,378
46,0,0,0,378
47,0,0,0,378
27,1,0,0,385
31,1,0,0,385
30,1,0,0,385
39,0,0,0,385
34,0,0,0,385
31,0,0,0,385
20,0,0,0,385
35,0,0,0,385
37,0,0,0,385
41,0,0,0,385
16,0,0,0,385
44,0,0,0,385
21,2,0,1,8
21,2,0,0,251
32,2,0,0,251
34,2,0,0,251
40,2,0,0,251
36,2,0,0,251
20,2,0,1,8
20,2,0,0,251
41,2,0,0,251
38,2,0,0,251
43,2,0,0,251
30,2,0,0,251
44,2,0,0,251
46,2,0,0,251
39,2,0,0,251
48,2,0,0,251
37,2,0,0,251
35,2,0,0,251
33,2,0,0,251
31,2,0,0,251
29,2,0,0,251
18,2,0,1,8
18,2,0,0,251
42,2,0,0,251
47,2,0,0,251
28,2,0,0,251
27,2,0,0,251
34,1,0,0,281
42,1,0,0,281
38,1,0,0,281
41,1,0,0,281
46,1,0,0,281
35,1,0,0,281
48,1,0,0,281
33,1,0,0,281
30,1,0,0,281
50,1,0,0,281
31,1,0,0,281
43,1,0,0,281
39,1,0,0,281
49,1,0,0,281
47,1,0,0,281
32,1,0,0,281
40,1,0,0,281
44,1,0,0,281
45,1,0,0,281
36,1,0,0,281
37,1,0,0,281
28,1,0,0,281
29,1,0,0,281
24,1,0,0,281
24,1,0,1,8
17,1,0,0,281
17,1,0,1,8
27,1,0,0,281
21,0,0,0,281
21,0,0,1,6
37,0,0,0,281
37,0,0,1,6
36,0,0,0,281
36,0,0,1,6
18,0,0,0,281
18,0,0,1,6
42,0,0,0,281
42,0,0,1,6
33,0,0,0,281
33,0,0,1,6
30,0,0,0,281
30,0,0,1,6
38,0,0,0,281
38,0,0,1,6
39,0,0,0,281
39,0,0,1,6
43,0,0,0,281
43,0,0,1,6
35,0,0,0,281
35,0,0,1,6
32,0,0,0,281
32,0,0,1,6
41,0,0,0,281
41,0,0,1,6
34,0,0,0,281
34,0,0,1,6
47,0,0,0,281
47,0,0,1,6
31,0,0,0,281
31,0,0,1,6
33,0,0,0,265
31,0,0,0,265
27,0,0,0,265
29,0,0,0,265
48,0,0,0,265
32,0,0,0,265
46,0,0,0,265
46,0,0,1,10
42,0,0,0,265
36,0,0,0,265
47,0,0,0,265
28,0,0,0,265
38,0,0,0,265
23,0,0,0,265
23,0,0,1,10
21,0,0,0,265
45,0,0,0,265
40,0,0,0,265
37,0,0,0,265
39,0,0,0,265
26,0,0,0,265
41,0,0,0,265
52,1,0,0,265
47,1,0,0,265
37,1,0,0,265
39,1,0,0,265
43,1,0,0,265
45,1,0,0,265
44,1,0,0,265
36,1,0,0,265
42,1,0,0,265
46,1,0,0,265
40,1,0,0,265
26,1,0,0,265
34,1,0,0,265
48,1,0,0,265
35,1,0,0,265
41,1,0,0,265
46,1,0,0,314
40,1,0,0,314
43,1,0,0,314
36,1,0,0,314
38,1,0,0,314
44,1,0,0,314
47,1,0,0,314
39,1,0,0,314
41,1,0,0,314
14,1,0,0,314
32,1,0,0,314
42,1,0,0,314
37,1,0,0,314
34,1,0,0,314
29,1,0,0,314
35,1,0,0,314
49,1,0,0,314
24,1,0,0,314
30,1,0,0,314
56,1,0,0,314
31,1,0,0,314
52,1,0,0,314
33,1,0,0,314
59,1,0,0,314
28,1,0,0,314
58,1,0,0,314
51,1,0,0,314
35,1,0,0,299
32,1,0,0,299
40,1,0,0,299
34,1,0,0,299
46,1,0,0,299
36,1,0,0,299
30,1,0,0,299
33,1,0,0,299
37,1,0,0,299
27,1,0,0,299
38,1,0,0,299
41,1,0,0,299
54,1,0,0,299
44,1,0,0,299
31,1,0,0,299
39,1,0,0,299
42,1,0,0,299
29,1,0,0,299
43,1,0,0,299
45,1,0,0,299
28,1,0,0,299
51,1,0,0,299
48,1,0,0,299
52,1,0,0,299
53,1,0,0,299
47,1,0,0,299
37,1,0,1,19
42,1,0,1,19
43,1,0,1,19
38,1,0,1,19
53,1,0,1,19
35,1,0,1,19
36,1,0,1,19
45,1,0,1,19
49,1,0,0,299
49,1,0,1,19
39,1,0,1,19
40,1,0,1,19
44,1,0,1,19
41,1,0,1,19
46,1,0,1,19
51,1,0,1,19
47,1,0,1,19
56,1,0,0,299
56,1,0,1,19
31,1,0,1,19
34,1,0,1,19
52,1,0,1,19
30,1,0,1,19
50,1,0,0,299
50,1,0,1,19
48,1,0,1,19
33,1,0,1,19
28,1,0,1,19
29,1,0,1,19
32,1,0,1,19
39,0,0,0,416
41,0,0,0,416
43,0,0,0,416
42,0,0,1,12
42,0,0,0,416
17,0,0,1,10
17,0,0,0,416
31,0,0,0,416
38,0,0,0,416
37,0,0,1,12
37,0,0,0,416
45,0,0,0,416
36,0,0,0,416
48,0,0,1,12
48,0,0,0,416
44,0,0,0,416
46,0,0,0,416
30,0,0,0,416
47,0,0,1,12
47,0,0,0,416
35,0,0,0,416
40,0,0,0,416
40,0,0,1,12
38,0,0,1,12
44,0,0,1,12
17,0,0,1,12
39,0,0,1,12
32,0,0,1,12
32,0,0,0,416
41,0,0,1,12
34,0,0,1,12
34,0,0,0,416
36,0,0,1,12
30,0,0,1,12
35,0,0,1,12
45,0,0,1,12
46,0,0,1,12
43,0,0,1,12
33,0,0,0,416
44,1,0,1,6
44,1,0,0,439
45,1,0,0,439
42,1,0,1,6
42,1,0,0,439
52,1,0,0,439
43,1,0,1,6
43,1,0,0,439
38,1,0,1,6
38,1,0,0,439
33,1,0,1,6
33,1,0,0,439
41,1,0,1,6
41,1,0,0,439
35,1,0,1,6
35,1,0,0,439
40,1,0,1,6
40,1,0,0,439
36,1,0,1,6
36,1,0,0,439
39,1,0,1,6
39,1,0,0,439
47,1,0,1,6
47,1,0,0,439
32,1,0,1,6
32,1,0,0,439
37,1,0,0,439
27,1,0,0,439
31,1,0,0,439
29,1,0,0,439
46,1,0,0,439
28,1,0,0,439
30,1,0,1,6
30,1,0,0,439
34,1,0,0,439
37,1,0,1,6
28,1,0,1,6
34,1,0,1,6
26,1,0,1,6
26,1,0,0,439
29,1,0,1,6
25,1,0,1,6
25,1,0,0,439
31,1,0,1,6
27,1,0,1,6
52,1,0,1,9
26,1,0,1,9
48,1,0,0,439
25,0,0,0,416
29,0,0,0,416
45,0,0,1,6
22,0,0,0,416
22,0,0,1,6
28,0,0,0,416
28,0,0,1,6
48,0,0,1,6
44,0,0,1,6
40,0,0,1,6
42,1,0,0,416
38,1,0,0,416
39,1,0,0,416
37,1,0,0,416
44,1,0,0,416
36,1,0,0,416
32,1,0,0,416
40,1,0,0,416
41,1,0,0,416
47,1,0,0,416
48,1,0,0,416
29,1,0,0,416
23,1,0,0,416
23,1,0,1,10
45,1,0,0,416
33,1,0,0,416
43,1,0,0,416
31,1,0,0,416
30,1,0,0,416
34,1,0,0,416
46,1,0,0,416
49,1,0,0,416
57,1,0,0,416
56,1,0,0,416
50,1,0,0,416
52,1,0,0,416
53,1,0,0,416
51,1,0,0,416
35,1,0,0,416
46,1,0,1,6
28,1,0,0,416
48,1,0,1,6
27,1,0,0,416
49,1,0,1,6
54,1,0,0,416
20,0,0,0,416
21,0,0,0,416
26,0,0,0,416
15,0,0,0,416
15,0,0,1,8
27,0,0,0,416
26,0,0,0,487
38,0,0,0,487
32,0,0,0,487
18,0,0,0,487
39,0,0,0,487
34,0,0,0,487
37,0,0,0,487
29,0,0,0,487
27,0,0,0,487
30,0,0,0,487
36,0,0,0,487
44,0,0,0,487
17,0,0,0,487
17,0,0,1,7
40,0,0,0,487
41,0,0,0,487
50,0,0,0,487
50,0,0,1,7
47,0,0,0,487
42,0,0,0,487
33,0,0,0,487
45,0,0,0,487
43,0,0,0,487
35,0,0,0,487
31,0,0,0,487
49,0,0,0,487
49,0,0,1,7
19,0,0,0,487
24,0,0,0,487
48,0,0,0,487
34,1,0,0,487
34,1,0,2,10
37,1,0,0,487
37,1,0,2,10
42,1,0,0,487
42,1,0,2,10
40,1,0,0,487
40,1,0,2,10
38,1,0,0,487
38,1,0,2,10
33,1,0,0,487
33,1,0,2,10
28,1,0,0,487
28,1,0,2,10
39,1,0,0,487
39,1,0,2,10
41,1,0,0,487
41,1,0,2,10
36,1,0,0,487
36,1,0,2,10
50,1,0,0,487
50,1,0,2,10
44,1,0,0,487
44,1,0,2,10
29,1,0,0,487
29,1,0,2,10
59,1,0,0,487
59,1,0,2,10
48,1,0,0,487
48,1,0,2,10
46,1,0,0,487
46,1,0,2,10
18,1,0,0,487
18,1,0,1,7
18,1,0,2,10
49,1,0,0,487
49,1,0,2,10
54,1,0,0,487
54,1,0,2,10
52,1,0,0,487
52,1,0,2,10
31,1,0,0,487
31,1,0,2,10
35,1,0,0,487
35,1,0,2,10
27,1,0,0,487
27,1,0,2,10
30,1,0,0,487
30,1,0,2,10
56,1,0,0,487
56,1,0,2,10
45,1,0,0,487
45,1,0,2,10
55,1,0,0,487
55,1,0,2,10
53,1,0,0,487
53,1,0,2,10
47,1,0,0,487
47,1,0,2,10
32,1,0,0,487
32,1,0,2,10
43,1,0,0,487
43,1,0,2,10
55,1,0,1,31
58,1,0,0,487
58,1,0,1,31
50,1,0,1,31
47,1,0,1,31
52,1,0,1,31
56,1,0,1,31
48,1,0,1,31
62,1,0,0,487
62,1,0,1,31
57,1,0,0,487
57,1,0,1,31
49,1,0,1,31
59,1,0,1,31
26,1,0,0,487
38,1,0,0,466
37,1,0,0,466
40,1,0,0,466
33,1,0,0,466
29,1,0,0,466
32,1,0,0,466
47,1,0,0,466
34,1,0,0,466
45,1,0,0,466
36,1,0,0,466
43,1,0,0,466
31,1,0,0,466
27,1,0,0,466
28,1,0,0,466
39,1,0,0,466
41,1,0,0,466
30,1,0,0,466
35,1,0,0,466
42,1,0,0,466
22,1,0,0,466
22,1,0,1,7
48,1,0,0,466
44,1,0,0,466
50,1,0,0,466
46,1,0,0,466
51,1,0,0,487
59,1,0,0,466
51,1,0,0,466
57,1,0,0,466
55,1,0,0,466
56,1,0,0,466
35,1,0,0,593
39,1,0,0,593
45,1,0,0,593
43,1,0,0,593
37,1,0,0,593
40,1,0,0,593
30,1,0,0,593
38,1,0,0,593
44,1,0,0,593
42,1,0,0,593
48,1,0,0,593
46,1,0,0,593
34,1,0,0,593
41,1,0,0,593
36,1,0,0,593
33,1,0,0,593
31,1,0,0,593
29,1,0,0,628
40,1,0,0,628
21,1,0,0,628
21,1,0,1,6
39,1,0,0,628
23,1,0,0,628
23,1,0,1,6
35,1,0,0,628
38,1,0,0,628
33,1,0,0,628
41,1,0,0,628
31,1,0,0,628
45,1,0,0,628
34,1,0,0,628
42,1,0,0,628
48,1,0,0,628
43,1,0,0,628
44,1,0,0,628
32,1,0,0,628
36,1,0,0,628
54,1,0,0,628
58,1,0,0,628
53,1,0,0,628
49,1,0,0,628
47,1,0,0,628
46,1,0,0,628
51,1,0,0,628
51,1,0,1,6
56,1,0,0,628
32,1,0,0,593
36,0,0,0,593
40,0,0,0,593
39,0,0,0,593
44,0,0,0,593
30,0,0,0,593
41,0,0,0,593
45,0,0,0,593
34,0,0,0,593
35,0,0,0,593
48,0,0,0,593
47,0,0,0,593
38,0,0,0,593
37,0,0,0,593
46,0,0,0,593
42,0,0,0,593
43,0,0,0,593
27,0,0,0,593
39,0,0,0,628
40,0,0,0,628
47,0,0,0,628
43,0,0,0,628
44,0,0,0,628
48,0,0,0,628
38,0,0,0,628
46,0,0,0,628
46,0,0,1,6
42,0,0,0,628
41,0,0,0,628
36,0,0,0,628
45,0,0,0,628
49,0,0,0,628
28,0,0,0,628
34,0,0,0,628
30,0,0,0,628
37,0,0,0,628
52,0,0,0,628
52,0,0,1,7
31,0,0,0,628
35,0,0,0,628
50,0,0,0,628
19,0,0,0,628
26,2,0,0,593
48,2,0,0,593
47,2,0,0,593
22,2,0,0,593
22,2,0,1,8
28,2,0,0,593
35,2,0,0,593
39,2,0,0,593
42,2,0,0,593
30,2,0,0,593
41,2,0,0,593
17,2,0,0,593
17,2,0,1,8
29,2,0,0,593
18,2,0,0,593
38,2,0,0,593
33,2,0,0,593
19,2,0,0,593
19,2,0,1,8
37,2,0,0,593
29,1,0,0,593
50,1,0,0,593
50,1,0,1,6
55,1,0,0,593
26,0,0,0,628
24,0,0,0,628
25,0,0,0,628
29,0,0,0,628
30,0,0,0,644
48,0,0,0,644
22,0,0,0,628
44,0,0,0,644
35,0,0,0,644
40,0,0,0,644
32,0,0,0,644
36,2,0,0,593
32,2,0,0,593
24,2,0,0,593
24,2,0,1,8
31,1,0,0,644
38,1,0,0,644
40,1,0,0,644
43,1,0,0,644
33,1,0,0,644
45,1,0,0,644
37,1,0,0,644
35,1,0,0,644
39,1,0,0,644
50,1,0,0,644
32,1,0,0,644
42,1,0,0,644
36,1,0,0,644
41,1,0,0,644
30,1,0,0,644
47,1,0,0,644
44,1,0,0,644
34,1,0,0,644
48,1,0,0,644
55,1,0,0,644
52,1,0,0,644
27,1,0,0,644
35,1,0,1,18
35,1,0,2,29
34,1,0,1,18
34,1,0,2,29
33,1,0,1,18
33,1,0,2,29
32,1,0,1,18
32,1,0,2,29
37,1,0,1,18
37,1,0,2,29
41,1,0,1,18
41,1,0,2,29
43,1,0,1,18
43,1,0,2,29
39,1,0,1,18
39,1,0,2,29
29,1,0,0,644
29,1,0,1,18
29,1,0,2,29
36,1,0,1,18
36,1,0,2,29
31,1,0,1,18
31,1,0,2,29
28,1,0,0,644
28,1,0,1,18
28,1,0,2,29
30,1,0,1,18
30,1,0,2,29
40,1,0,1,18
40,1,0,2,29
26,0,0,0,644
26,0,0,1,6
45,0,0,0,644
38,0,0,0,644
23,0,0,0,644
23,0,0,1,6
47,0,0,0,644
33,0,0,0,644
37,0,0,0,644
46,0,0,0,644
25,1,0,0,644
44,1,0,1,18
44,1,0,2,29
42,1,0,0,481
42,1,0,2,18
35,1,0,0,481
35,1,0,2,18
42,1,0,1,18
42,1,0,2,29
31,1,0,0,481
31,1,0,2,18
44,1,0,0,481
44,1,0,2,18
38,1,0,0,481
38,1,0,2,18
40,1,0,0,481
40,1,0,2,18
39,1,0,0,481
39,1,0,2,18
46,1,0,0,644
46,1,0,1,18
46,1,0,2,29
43,1,0,0,481
43,1,0,2,18
36,1,0,0,481
36,1,0,2,18
41,1,0,0,481
41,1,0,2,18
33,1,0,0,481
33,1,0,2,18
29,1,0,0,481
29,1,0,2,18
45,1,0,0,481
45,1,0,2,18
34,1,0,0,481
34,1,0,2,18
46,1,0,0,481
46,1,0,2,18
30,1,0,0,481
30,1,0,2,18
37,1,0,0,481
37,1,0,2,18
27,1,0,0,481
27,1,0,2,18
51,1,0,0,481
51,1,0,2,18
48,1,0,0,481
48,1,0,2,18
17,0,0,0,644
17,0,0,1,6
34,0,0,0,644
28,0,0,0,644
29,0,0,0,644
29,0,0,1,6
27,0,0,0,644
27,0,0,1,6
31,0,0,0,644
43,0,0,0,644
39,0,0,0,644
36,0,0,0,644
35,1,0,0,391
35,1,0,2,2
28,1,0,0,391
28,1,0,2,2
30,1,0,0,391
30,1,0,2,2
41,1,0,0,391
41,1,0,2,2
44,1,0,0,391
44,1,0,2,2
32,1,0,0,391
32,1,0,2,2
31,1,0,0,391
31,1,0,2,2
29,1,0,0,391
29,1,0,2,2
26,1,0,0,391
26,1,0,2,2
27,1,0,0,391
27,1,0,2,2
40,1,0,0,391
40,1,0,2,2
33,1,0,0,391
33,1,0,2,2
36,1,0,0,391
36,1,0,2,2
37,1,0,0,391
37,1,0,2,2
34,1,0,0,391
34,1,0,2,2
42,1,0,0,391
42,1,0,2,2
38,1,0,0,391
38,1,0,2,2
39,1,0,0,391
39,1,0,2,2
53,1,0,0,391
53,1,0,2,2
38,2,0,0,391
43,2,0,0,391
47,2,0,0,391
42,2,0,0,391
51,2,0,0,391
51,2,0,1,9
33,2,0,0,391
45,2,0,0,391
41,2,0,0,391
31,2,0,0,391
49,2,0,0,391
49,2,0,1,9
44,2,0,0,391
38,1,0,1,13
38,1,0,0,367
39,1,0,1,13
39,1,0,0,367
36,1,0,1,13
36,1,0,0,367
48,1,0,1,13
48,1,0,0,367
43,1,0,1,13
43,1,0,0,367
33,1,0,1,13
33,1,0,0,367
46,1,0,1,13
46,1,0,0,367
34,1,0,1,13
34,1,0,0,367
35,1,0,1,13
35,1,0,0,367
45,1,0,1,13
45,1,0,0,367
27,1,0,1,13
27,1,0,0,367
32,1,0,1,13
32,1,0,0,367
42,1,0,1,13
42,1,0,0,367
40,1,0,1,13
40,1,0,0,367
44,1,0,1,13
44,1,0,0,367
37,1,0,1,13
37,1,0,0,367
47,1,0,1,13
47,1,0,0,367
41,1,0,1,13
41,1,0,0,367
19,1,0,1,13
19,1,0,0,367
19,1,0,0,416
24,1,0,1,13
24,1,0,0,367
